#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
991_403.232_4.44_C20H34O8	1832.8372093023254	458.6511627906977	113.11627906976744	58.76744186046512	36.67441860465117	18.55813953488372	79.97674418604652	29.16279069767442	19.0	39.76744186046512	51.25581395348837	16.790697674418606	25.18604651162791	13.255813953488374	11.046511627906975	10.16279069767442	17.232558139534884	19.44186046511628	37.55813953488372	12.813953488372093	25.18604651162791	35.7906976744186	29.16279069767442	12.372093023255816	19.0	12.372093023255816	6.186046511627908	7.069767441860465	6.627906976744187	4.8604651162790695	6.627906976744187	6.186046511627908	3.976744186046512
990_1199.857_8.98	1418.8235294117646	1175.7647058823532	109.29411764705885	45.88235294117647	47.764705882352935	57.88235294117647	26.35294117647059	17.058823529411768	22.235294117647058	22.117647058823533	34.47058823529412	13.764705882352944	14.117647058823529	9.176470588235292	8.705882352941176	26.0	18.0	7.647058823529411	21.41176470588235	113.05882352941177	17.529411764705884	46.82352941176471	26.0	2.0	34.0	14.352941176470587	3.294117647058824	10.470588235294116	7.1764705882352935	9.294117647058824	7.529411764705883	18.235294117647054	8.941176470588236
98_283.169_3.72_C19H22O2_ Enterodiol _1,2-Diethyl-1,3-bis(p-hydroxyphenyl)-1-propene	2535.9366197183103	769.9530516431925	128.77464788732394	74.58920187793427	58.51643192488263	41.0	38.54577464788732	24.061032863849764	16.072769953051644	22.76173708920188	19.200704225352112	17.323943661971832	16.36150234741784	18.767605633802816	12.17488262910798	12.367370892018778	12.126760563380284	11.501173708920188	16.26525821596244	20.115023474178408	19.34507042253521	14.965962441314554	11.838028169014088	9.624413145539906	13.377934272300468	11.98239436619718	12.22300469483568	8.902582159624412	8.22887323943662	12.656103286384974	6.929577464788733	7.699530516431925	3.609154929577465
989_489.227_6.88_C30H32O6	4516.0	1116.0	180.0	108.0	64.0	28.0	20.0	12.0	20.0	24.0	16.0	12.0	24.0	16.0	12.0	8.0	20.0	24.0	12.0	28.0	12.0	20.0	12.0	12.0	8.0	16.0	16.0	12.0	8.0	28.0	4.0	4.0	4.0
988_381.225_5.81_C17H28N6O4	1629.394366197183	1016.3802816901407	92.64788732394365	61.521126760563384	50.53521126760563	38.267605633802816	51.08450704225352	29.112676056338028	16.112676056338028	27.09859154929577	18.676056338028168	22.70422535211268	17.3943661971831	16.112676056338028	21.239436619718308	21.422535211267604	12.816901408450706	9.887323943661972	18.309859154929573	19.774647887323944	16.661971830985912	19.95774647887324	15.380281690140846	14.464788732394366	13.0	16.295774647887324	13.366197183098592	10.802816901408448	11.169014084507044	7.690140845070423	4.394366197183098	5.309859154929577	5.309859154929577
987_346.258_4.58_C18H35NO5_Fatty acids and conjugates	1267.9705882352941	1086.3529411764703	101.70588235294115	55.32352941176471	43.58823529411765	26.264705882352942	39.117647058823536	26.823529411764714	19.0	19.558823529411768	30.176470588235286	19.558823529411768	8.941176470588236	31.294117647058826	16.764705882352942	13.970588235294118	16.205882352941178	6.705882352941178	14.529411764705882	22.352941176470583	15.088235294117649	20.11764705882353	10.058823529411764	25.14705882352941	11.176470588235292	26.823529411764714	17.88235294117647	7.8235294117647065	17.88235294117647	23.470588235294123	11.176470588235292	6.147058823529411	5.029411764705882
986_118.086_4.38_C5H11NO2	962.0454545454544	708.4090909090909	113.63636363636364	97.5	87.04545454545455	48.86363636363636	22.045454545454547	23.18181818181818	21.136363636363637	13.409090909090908	15.454545454545453	12.045454545454545	17.5	16.818181818181817	8.863636363636363	12.727272727272727	12.499999999999998	25.90909090909091	12.499999999999998	22.72727272727273	16.363636363636363	11.136363636363637	9.545454545454543	6.59090909090909	16.363636363636363	14.999999999999998	14.545454545454545	11.59090909090909	25.45454545454545	9.318181818181817	10.227272727272727	2.5	5.227272727272727
985_583.441_6.66_C32H66BO3Se_ Decaethylene glycol tridecyl ether 	1813.3741007194246	1405.4964028776978	64.08633093525181	69.10071942446044	66.28776978417267	36.93525179856115	41.09352517985612	19.935251798561154	17.611510791366907	34.24460431654676	17.12230215827338	20.546762589928054	17.0	9.906474820143886	17.0	27.884892086330932	21.158273381294965	9.294964028776981	11.618705035971225	28.985611510791372	20.30215827338129	16.633093525179856	29.230215827338128	8.56115107913669	14.431654676258994	21.280575539568343	2.9352517985611515	15.287769784172664	13.575539568345325	8.194244604316548	6.482014388489209	5.870503597122303	11.25179856115108
984_503.247_3.02_C20H34N6O9_Fatty acyl glycosides_NCGC00384970-01!7-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-3-(4-hydroxyphenyl)chromen-4-one_Amino acids, peptides, and analogues_5-amino-2-[[2-[[4-amino-2-[(2-amino-4-methylpentanoyl)amino]-4-oxobutanoyl]amino]-4-carboxybutanoyl]amino]-5-oxopentanoic acid	2681.92	969.76	125.135	60.03	58.00000000000001	52.925	39.005	18.995	20.155	16.965	22.040000000000006	12.615	20.59	17.11	13.63	14.645	10.15	10.44	20.880000000000006	13.485	15.805	16.82	15.225	13.195	15.37	11.6	9.86	5.2200000000000015	8.555	13.195	7.250000000000001	8.700000000000001	1.7400000000000002
982_601.323_5.25_C26H44N6O10	3096.744186046512	542.3255813953489	89.53488372093024	72.32558139534882	79.30232558139534	47.44186046511628	55.34883720930232	36.97674418604651	11.627906976744187	19.767441860465123	23.255813953488367	24.88372093023256	16.511627906976745	22.09302325581395	9.767441860465118	10.697674418604652	9.30232558139535	13.488372093023255	20.0	11.86046511627907	16.976744186046513	13.488372093023255	11.395348837209307	12.093023255813955	15.58139534883721	12.093023255813955	16.511627906976745	10.0	4.186046511627906	6.511627906976744	7.209302325581397	5.116279069767441	5.348837209302326
981_620.442_6.86_C38H57N3O4_Anthraquinones_N-[2-[[5-(1-hexadecoxybutan-2-ylamino)-9,10-dioxoanthracen-1-yl]amino]ethyl]acetamide	2316.102564102564	1122.051282051282	127.79487179487178	49.230769230769226	73.84615384615384	40.615384615384606	42.66666666666666	19.487179487179485	10.051282051282053	33.02564102564103	21.948717948717945	6.974358974358975	18.871794871794872	9.64102564102564	7.384615384615384	21.33333333333333	24.615384615384613	11.282051282051285	16.0	22.76923076923077	24.820512820512818	14.974358974358973	24.615384615384613	10.871794871794872	10.666666666666666	14.564102564102564	8.0	18.05128205128205	8.820512820512821	12.717948717948715	7.17948717948718	11.487179487179489	10.666666666666666
980_325.199_4.26_C18H28O5	4033.595238095238	1145.5714285714284	32.214285714285715	72.54761904761905	69.92857142857143	29.857142857142854	48.452380952380956	12.571428571428573	19.904761904761905	14.404761904761903	44.52380952380952	29.595238095238088	18.33333333333333	40.07142857142857	14.666666666666664	5.238095238095238	12.309523809523807	11.0	12.309523809523807	21.73809523809524	15.714285714285715	16.761904761904766	23.309523809523807	5.5	9.166666666666666	7.857142857142858	4.976190476190476	9.952380952380953	7.071428571428571	13.095238095238097	15.452380952380953	6.023809523809524	4.714285714285714
97_469.379_9.61_C30H48N2O2_Alcohols and polyols	1803.870759289176	1268.6445880452345	98.77059773828756	59.26655896607432	62.83683360258482	30.26332794830372	11.067851373182553	29.843295638126012	24.65589660743134	18.859450726979002	12.2859450726979	20.518578352180942	20.07754442649434	13.0	16.591276252019387	16.92730210016155	17.242326332794832	20.266558966074317	19.090468497576737	4.83037156704362	11.466882067851374	10.878836833602586	14.323101777059774	10.794830371567041	11.88691437802908	15.583198707592892	10.857835218093701	8.106623586429725	8.589660743134088	14.512116316639744	6.174474959612279	7.014539579967691	7.959612277867528
979_751.569_9.98	2147.687715269805	1499.1986222732492	124.796785304248	43.75545350172215	81.09414466130885	17.269804822043632	30.92192881745121	23.0	30.525832376578645	21.309988518943747	42.30309988518944	18.95981630309989	20.280137772675086	12.780711825487945	11.169919632606199	11.935706084959815	17.03214695752009	9.479908151549944	28.83582089552239	135.9402985074627	16.107921928817447	50.80597014925373	11.882893226176806	4.911595866819749	39.95292766934558	20.016073478760045	4.092996555683123	7.525832376578644	6.6544202066590135	1.9804822043628012	2.0332950631458093	22.445464982778415	10.298507462686569
978_356.264_3.49_C17H33N5O3_Oxadiazoles	3584.837209302325	959.1627906976744	70.97674418604652	77.95348837209302	43.627906976744185	50.88372093023256	76.74418604651162	0.9302325581395348	17.209302325581394	24.0	52.74418604651163	13.488372093023255	16.651162790697676	58.69767441860465	11.72093023255814	0.8372093023255814	16.372093023255815	14.325581395348838	12.372093023255816	9.023255813953488	17.674418604651166	9.023255813953488	8.093023255813954	16.558139534883722	1.7674418604651163	18.13953488372093	17.488372093023255	12.83720930232558	9.953488372093023	22.046511627906977	18.88372093023256	28.09302325581395	4.186046511627906
977_555.35_5.34_C30H50O9_Terpene lactones_[(4Z)-7,10-dihydroxy-3,7-dimethyl-12-oxo-2-[(2E,4E)-8,9,11-trihydroxy-6,10-dimethyltrideca-2,4-dien-2-yl]-1-oxacyclododec-4-en-6-yl] acetate	2123.142857142857	864.8571428571428	79.71428571428571	128.57142857142856	107.57142857142857	31.71428571428571	142.28571428571428	18.0	9.428571428571429	24.0	13.714285714285715	7.7142857142857135	20.57142857142857	39.857142857142854	20.142857142857142	9.857142857142854	24.42857142857143	15.428571428571427	42.428571428571416	19.714285714285708	6.0	32.14285714285714	9.0	22.71428571428571	12.857142857142856	9.428571428571429	9.428571428571429	8.142857142857142	9.428571428571429	20.142857142857142	12.857142857142856	6.0	4.285714285714286
976_433.222_3.75_C24H32O7	2648.612244897959	769.7142857142858	140.12244897959184	85.91836734693878	76.73469387755101	40.0	36.04081632653061	24.530612244897963	16.244897959183675	24.73469387755102	22.0	14.3265306122449	19.59183673469388	21.224489795918366	15.83673469387755	11.469387755102039	14.20408163265306	10.326530612244898	19.6734693877551	17.469387755102037	23.387755102040817	15.79591836734694	15.510204081632653	10.081632653061224	15.714285714285715	12.93877551020408	12.775510204081634	9.428571428571429	10.16326530612245	14.040816326530614	5.7142857142857135	9.918367346938776	3.918367346938776
975_271.274_4.74_C16H34N2O_N-[3-(3-Aminopropylamino)propyl]dodecanamide_Fatty amides	534.2957746478874	2596.5845070422533	65.59859154929578	113.76760563380282	97.1830985915493	39.29577464788732	20.49295774647887	29.894366197183103	15.422535211267604	44.894366197183096	28.732394366197184	10.140845070422538	27.676056338028175	11.619718309859154	29.15492957746479	15.0	15.422535211267604	7.605633802816901	14.366197183098592	17.112676056338028	32.95774647887324	19.33098591549296	21.02112676056338	7.605633802816901	11.091549295774648	40.14084507042253	3.4859154929577465	32.95774647887324	10.56338028169014	14.471830985915492	12.147887323943662	4.964788732394366	5.809859154929577
974_167.106_2.92_C10H14O2_1-(m-Tolyloxy)-2-propanol	2540.890510948905	817.8832116788321	118.24817518248176	64.77372262773723	58.46715328467153	40.335766423357676	71.86861313868613	21.547445255474454	27.722627737226283	19.97080291970803	11.693430656934307	33.76642335766424	12.875912408759124	27.06569343065693	23.51824817518248	19.576642335766426	18.0	7.489051094890512	12.744525547445257	17.474452554744527	20.496350364963504	9.854014598540148	10.37956204379562	12.481751824817517	12.613138686131387	11.43065693430657	12.875912408759124	6.9635036496350375	4.072992700729928	14.846715328467155	5.518248175182482	6.832116788321168	6.832116788321168
973_813.082_9.15	1231.03125	771.46875	37.96875	35.4375	15.46875	77.0625	26.15625	26.4375	11.25	35.15625	6.75	6.75	26.15625	19.6875	8.15625	4.21875	18.28125	13.21875	16.875	39.9375	19.96875	1.96875	28.40625	19.6875	12.375	23.625	9.0	10.40625	25.3125	9.84375	4.5	3.375	14.34375
972_681.494_8.31	4071.664670658682	1180.5508982035926	35.73652694610779	58.82634730538922	85.17365269461078	50.77844311377245	34.49101796407186	47.61676646706586	18.107784431137727	50.011976047904184	17.053892215568858	32.191616766467064	21.269461077844312	9.676646706586826	3.6407185628742513	13.700598802395211	88.33532934131736	7.089820359281437	16.0	4.2155688622754495	12.455089820359282	17.34131736526946	73.19760479041916	11.784431137724551	13.892215568862277	27.113772455089823	2.0119760479041915	6.131736526946107	60.646706586826355	13.02994011976048	6.323353293413174	4.982035928143713	15.425149700598805
971_307.263_7.21_C20H34O2_Palmitoleic Acid ethyl ester_Lineolic acids and derivatives_Pinolenic Acid ethyl ester	4072.3448275862074	1807.7586206896551	52.44827586206896	41.89655172413793	13.344827586206893	25.13793103448276	50.27586206896552	13.965517241379311	10.24137931034483	39.72413793103448	14.586206896551724	25.448275862068964	9.93103448275862	13.344827586206893	17.068965517241374	19.241379310344826	18.0	13.965517241379311	10.86206896551724	14.275862068965516	21.72413793103448	24.517241379310345	18.310344827586206	10.86206896551724	12.413793103448276	15.517241379310345	6.517241379310343	10.551724137931034	6.827586206896553	4.0344827586206895	4.0344827586206895	3.4137931034482767	8.379310344827585
970_235.18_8.69_C14H22N2O_Xylenes_Cuivasil_map00982	1395.6923076923078	1759.1538461538462	101.76923076923076	63.0	43.61538461538462	48.46153846153847	29.07692307692308	14.53846153846154	24.230769230769234	24.230769230769234	19.384615384615387	14.53846153846154	19.384615384615387	24.230769230769234	9.692307692307693	19.384615384615387	9.692307692307693	9.692307692307693	29.07692307692308	14.53846153846154	19.384615384615387	19.384615384615387	38.769230769230774	14.53846153846154	14.53846153846154	9.692307692307693	4.846153846153847	9.692307692307693	4.846153846153847	14.53846153846154	4.846153846153847	4.846153846153847	4.846153846153847
96_114.091_1.17_C6H11NO_Ynols	2160.601521164021	1289.5244708994708	60.98379629629629	60.0380291005291	41.96296296296296	30.970238095238088	49.6600529100529	33.10185185185185	19.286375661375658	29.63888888888889	22.953042328042326	16.16898148148148	16.285383597883598	41.606481481481474	17.57308201058201	21.65806878306878	33.545634920634924	10.999999999999998	15.714285714285715	30.119047619047613	7.8353174603174605	8.31547619047619	13.21164021164021	16.154431216931215	10.097883597883595	11.625661375661375	15.314153439153438	11.4510582010582	20.304894179894177	9.89054232804233	6.471230158730157	13.677248677248675	2.3644179894179893
969_943.991_1.38	2860.9887640449438	2188.044943820225	169.12359550561797	34.337078651685395	38.067415730337075	28.314606741573034	17.75280898876405	34.74157303370786	18.24719101123595	48.31460674157304	8.089887640449438	8.49438202247191	8.9438202247191	12.314606741573035	30.516853932584272	16.49438202247191	13.707865168539325	39.0561797752809	13.348314606741571	21.348314606741575	36.44943820224721	23.10112359550562	13.07865168539326	11.01123595505618	12.134831460674155	26.516853932584272	7.955056179775281	20.719101123595507	12.0	19.415730337078653	5.9325842696629225	12.494382022471909	9.797752808988763
968_443.42_6.18_C26H54N2O3_Fatty amides	107895.66666666669	779.3333333333335	60.66666666666667	25.66666666666667	58.33333333333334	93.33333333333334	37.333333333333336	25.66666666666667	28.0	9.333333333333334	25.66666666666667	25.66666666666667	9.333333333333334	32.66666666666667	4.666666666666667	7.0	4.666666666666667	11.666666666666668	7.0	14.0	39.66666666666667	415.33333333333337	9.333333333333334	70.0	9.333333333333334	9.333333333333334	58.33333333333334	2.333333333333333	4.666666666666667	56.0	14.0	21.0	7.0
967_493.28_6.88_C20H40N6O6S_Amino acids, peptides, and analogues_6-amino-2-[[2-[[6-amino-2-[(2-amino-4-methylsulfanylbutanoyl)amino]hexanoyl]amino]-3-hydroxypropanoyl]amino]hexanoic acid	1200.2047477744807	1818.5727002967362	66.00296735905043	73.79525222551929	45.44213649851632	39.11572700296736	19.98219584569733	15.545994065281901	15.198813056379821	27.813056379821962	31.824925816023736	7.175074183976261	19.635014836795254	9.875370919881307	11.032640949554896	20.792284866468844	14.928783382789318	7.6765578635014835	11.919881305637984	22.79821958456973	24.41839762611276	31.59347181008902	19.172106824925816	11.418397626112759	13.0	17.860534124629076	3.1632047477744805	11.109792284866467	9.41246290801187	11.649851632047474	7.985163204747773	8.216617210682493	7.0207715133531154
966_619.371_5.16_C22H46N14O7	4813.833333333333	765.9444444444445	251.69444444444443	34.47222222222222	65.16666666666667	48.63888888888889	24.555555555555554	7.083333333333332	8.972222222222221	17.0	22.66666666666667	7.5555555555555545	23.61111111111111	18.88888888888889	18.416666666666668	20.305555555555557	8.5	11.805555555555555	20.305555555555557	25.027777777777782	17.944444444444443	17.0	3.305555555555556	9.916666666666666	10.388888888888891	9.444444444444443	18.416666666666668	13.694444444444445	4.722222222222221	17.0	6.1388888888888875	4.722222222222221	4.25
965_732.546_6.63_C37H73N5O9	1792.4260869565219	1581.6347826086958	64.33913043478262	68.53913043478262	63.48695652173914	30.55652173913044	49.18260869565218	16.8	17.286956521739132	41.51304347826088	13.87826086956522	23.373913043478264	17.469565217391306	7.486956521739131	17.043478260869566	24.530434782608694	24.10434782608696	8.704347826086957	9.130434782608695	21.060869565217395	20.208695652173915	15.034782608695656	24.83478260869565	9.556521739130435	12.11304347826087	22.095652173913045	3.347826086956522	13.147826086956522	13.756521739130434	8.460869565217392	5.843478260869566	4.565217391304349	7.000000000000001
964_387.144_3.86_C21H22O7	2166.2535211267605	841.6901408450702	145.85915492957747	61.859154929577464	56.788732394366185	44.61971830985915	52.3943661971831	30.59154929577465	17.915492957746476	25.352112676056336	20.7887323943662	19.6056338028169	19.267605633802816	17.408450704225352	8.957746478873238	16.225352112676056	14.873239436619716	12.169014084507044	18.422535211267604	20.95774647887324	18.760563380281692	19.6056338028169	16.732394366197184	12.0	16.901408450704224	14.704225352112674	13.52112676056338	9.464788732394368	7.943661971830985	10.47887323943662	3.2112676056338025	2.704225352112676	4.901408450704225
963_546.401_6.53_C26H59BN3O3Se	2316.15148089532	1298.2597784309294	31.52294822518652	37.59665385484965	66.80556183585801	27.024869997739092	68.89599819127288	23.0	11.565001130454442	29.593714673298663	24.128419624689126	21.273569975130002	17.498304318335972	6.838118923807371	10.847388650237395	16.635089305900973	17.316301153063527	4.128871806466199	7.794935564096766	27.75288265882885	35.05380963147185	14.144245986886725	24.570427311779326	6.468912502826137	9.453764413294145	19.744743386841513	1.5808274926520458	9.022156907076646	11.02419172507348	17.92471173411711	14.560253221795161	3.905267917702916	15.907076644811212
962_573.412_8.81_C23H58N8O4P2	2678.7333333333336	821.6476190476192	101.63809523809523	57.828571428571436	51.6952380952381	50.6	70.0952380952381	23.0	38.77142857142857	13.8	15.552380952380952	18.83809523809524	25.190476190476193	7.447619047619049	4.380952380952381	13.361904761904762	14.895238095238097	14.895238095238097	17.523809523809526	6.352380952380952	9.2	20.152380952380952	14.23809523809524	14.01904761904762	9.41904761904762	18.18095238095238	9.41904761904762	5.6952380952380945	8.980952380952381	21.247619047619047	15.771428571428574	8.323809523809524	5.476190476190476
961_478.228_2.7_C21H35NO11	1910.860294117647	1035.8455882352941	166.75	53.441176470588246	54.79411764705882	28.750000000000004	49.21323529411765	23.0	34.161764705882355	22.323529411764707	26.551470588235297	16.23529411764706	16.911764705882355	17.419117647058822	14.882352941176471	12.683823529411766	12.852941176470587	12.852941176470587	12.852941176470587	32.47058823529412	14.882352941176471	17.080882352941178	22.323529411764707	11.330882352941178	14.713235294117649	13.867647058823529	11.838235294117649	10.992647058823529	8.286764705882353	12.514705882352944	8.455882352941178	7.272058823529411	5.411764705882354
960_333.134_2.39_C16H18N3O5_Orcinol .beta.-D-glucoside_(2R)-5-[[(1R)-1-carboxy-2-(1H-indol-3-yl)ethyl]amino]-2-$l^{2}-azanyl-5-oxopentanoic acid	2461.454545454545	810.3636363636364	81.63636363636364	55.45454545454545	62.36363636363637	48.36363636363637	28.54545454545455	39.81818181818182	8.909090909090908	14.181818181818182	23.818181818181817	12.181818181818182	20.181818181818183	14.909090909090908	14.545454545454545	16.0	13.636363636363635	8.909090909090908	19.454545454545453	30.72727272727273	16.0	18.727272727272727	13.818181818181818	12.909090909090908	16.90909090909091	13.272727272727273	9.090909090909092	9.818181818181818	4.727272727272728	11.818181818181818	5.2727272727272725	6.0	3.636363636363636
